Namespace,Code,Interaction,Communication,Process,Effort,,,,,,,,,,,,,,,,,,,
GroundEnvironmentManager,"    private void Start()
    {
        environment = EnvironmentManager.Instance;

        StartCoroutine(CheckDPAndChangeGround());
    }",0.00,0.00,3.00,0.02,,,,,,,,,,,,,,,,,,,
GroundEnvironmentManager,"    private IEnumerator CheckDPAndChangeGround()
    {
        while (true)
        {
            var dp = environment.getDP();
            var dpClamphed = Mathf.Clamp((float)dp, -10.0f, 10.0f);

            /*
             * Normalization formula
             * normal = (value - min) / (max - min)
             */
            var dpNormalized = (dpClamphed + 10.0f) / (20.0f);
            //Debug.Log(""normalized"" + dpNormalized);

            var newGroundDensity = Mathf.Lerp(100.0f, 0.0f, dpNormalized);
            //Debug.Log(""newGroundDensity"" + newGroundDensity);
            if (newGroundDensity != groundDensity)
            {
                groundDensity = newGroundDensity;
                groundTransform1.GetComponent<MeshRenderer>().sharedMaterial.SetFloat(""_Pollution"", groundDensity);
            }
            yield return new WaitForSeconds(10.0f);
        }
    }",0.00,0.00,12.00,6.00,,,,,,,,,,,,,,,,,,,
GroundEnvironmentManager,"    public void ChangeGroundOneTimeAfterInitialValuesLoadedFromSave()
    {
        var dp = environment.getDP();
        var dpClamphed = Mathf.Clamp((float)dp, -10.0f, 10.0f);

        /*
         * Normalization formula
         * normal = (value - min) / (max - min)
         */
        var dpNormalized = (dpClamphed + 10.0f) / (20.0f);
        //Debug.Log(""normalized"" + dpNormalized);

        var newGroundDensity = Mathf.Lerp(100.0f, 0.0f, dpNormalized);
        //Debug.Log(""newGroundDensity"" + newGroundDensity);
        if (newGroundDensity != groundDensity)
        {
            groundDensity = newGroundDensity;
            groundTransform1.GetComponent<MeshRenderer>().sharedMaterial.SetFloat(""_Pollution"", groundDensity);
        }
    }",0.00,0.00,12.00,0.10,,,,,,,,,,,,,,,,,,,
PostProcessManager,"    private void Awake()
    {
        if (Instance == null)
        {
            Instance = this;
        }
        else if (Instance != this)
        {
            Destroy(gameObject);
        }
    }",0.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
PostProcessManager,"    private void Start()
    {
        Volume volume = GetComponent<Volume>();
        volume.profile.TryGet(out colorAdjustments);

        environmentManager = EnvironmentManager.Instance;

        StartCoroutine(CheckDPAndChangeGround());
    }",0.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
PostProcessManager,"    public void SetSaturation(float value)
    {
        if (_currentSaturation == value) return;

        _currentSaturation = value;
        Debug.Log(""_currentSaturation: "" + _currentSaturation);
        if (colorAdjustments != null)
        {
            colorAdjustments.saturation.value = value;
        }
    }",0.00,0.00,5.00,1.00,,,,,,,,,,,,,,,,,,,
PostProcessManager,"    private IEnumerator CheckDPAndChangeGround()
    {
        while (true)
        {
            yield return new WaitForSeconds(3.2f);
            CheckDPAndChangeGroundMain();
        }
    }",0.00,0.00,2.00,0.50,,,,,,,,,,,,,,,,,,,
PostProcessManager,"    public void CheckAndInitGrayOnStart()
    {
        CheckDPAndChangeGroundMain();
    }",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
PostProcessManager,"    private void CheckDPAndChangeGroundMain()
    {
        var currentDp = environmentManager.getDP();

        // if DP
        // -60 and less saturation = -60
        // between -60 and 20  saturation = DP
        // 20 or more saturation = max 20

        if (currentDp <= -60)
        {
            SetSaturation(-60.0f);
        }
        else if (-60 < currentDp && currentDp <= 20)
        {
            SetSaturation((float)currentDp);
        }
        else
        {
            SetSaturation(20.0f);
        }
    }",0.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
DebugHelper,"    void Start()
    {
        rawResource = RawResource.Instance;
        seedResource = SeedResource.Instance;
        saveManager = SaveManager.Instance;
        playerAuthManager = PlayerAuthManager.Instance;
    }",0.00,0.00,4.00,0.01,,,,,,,,,,,,,,,,,,,
DebugHelper,"    public void AddAllResDebug()
    {
        rawResource.increaseYCoin(10000);
        rawResource.increaseYp(10000);
        rawResource.increaseCement(10000);
        rawResource.increaseWire(10000);
        rawResource.increaseChemical(10000);
        rawResource.increaseMechanicalPart(10000);
        rawResource.increaseFood(500);

        seedResource.increaseRegularSeedAmount(10);
        seedResource.increasePremiumSeedAmount(10);
    }",2.00,0.00,9.00,0.10,,,,,,,,,,,,,,,,,,,
DebugHelper,"    public void DeleteSave()
    {
        var path = Application.persistentDataPath + ""/save.json"";
        File.Delete(path);

        StartCoroutine(ResetSaveAndQuit());
    }",2.00,0.00,4.00,0.20,,,,,,,,,,,,,,,,,,,
DebugHelper,"    public void OpenCloseDebug()
    {
        if (holder.gameObject.activeSelf)
        {
            holder.gameObject.SetActive(false);
        }
        else
        {
            holder.gameObject.SetActive(true);
        }
    }",2.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
DebugHelper,"    public void ForceSaveApi()
    {
        StartCoroutine(ForceSaveApiC());
    }",2.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
DebugHelper,"    private IEnumerator ResetSaveAndQuit()
    {
        // reset save on server
        UserSaveRequestDto dto = new()
        {
            Email = """",
            SaveData = """"
        };
        yield return StartCoroutine(playerAuthManager.SaveMySave(dto));
        DeleteLeaderboardFile();

        Application.Quit();
    }",0.00,0.00,6.00,0.30,,,,,,,,,,,,,,,,,,,
DebugHelper,"    private void DeleteLeaderboardFile()
    {
        var path = Application.persistentDataPath + ""/userLeaderboard.json"";
        if (File.Exists(path))
        {
            File.Delete(path);
        }
    }",0.00,0.00,3.00,0.10,,,,,,,,,,,,,,,,,,,
DebugHelper,"    private IEnumerator ForceSaveApiC()
    {
        UserSaveRequestDto dto = new()
        {
            Email = """",
            SaveData = saveManager.GetLocalLastSave(),
        };
        yield return StartCoroutine(playerAuthManager.SaveMySave(dto));
    }",0.00,0.00,4.00,0.06,,,,,,,,,,,,,,,,,,,
DebugHelper,"public void FastForward1H()
{
    gameSimulator.StartInstantSimulateOnApplicationForeground(3600);
}",0.00,0.00,1.00,0.01,,,,,,,,,,,,,,,,,,,
CriminalBtnHelper,"public void OnClicked()
{
    var selfData = transform.parent.parent.GetComponent<CriminalEventSelfData>();

    if (selfData != null)
    {
        CriminalEventsManager.Instance.Start_Resolving_MANUALLY(selfData.selfEventData);
    }
}",2.00,0.00,3.00,1.00,,,,,,,,,,,,,,,,,,,
CriminalBtnHelper,"public void OnCloseClicked()
{
    var selfData = transform.parent.parent.GetComponent<CriminalEventSelfData>();

    if (selfData != null)
    {
        selfData.TryCloseSelf();
    }
}",2.00,0.00,3.00,0.80,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    void Start()
    {
        criminalEventsManager = CriminalEventsManager.Instance;
        _mainCamera = Camera.main;

        headTextCorrect = criminalEventsManager.GetHeadFromEventType(selfEventData.criminalType);
        detailTextCorrect = criminalEventsManager.GetDetailsFromEventType(selfEventData.criminalType);

        detailsHolder = Instantiate(detailsHolder_toInst, parent: transform);
        detail_headText = Instantiate(detail_headText_toInst, parent: detailsHolder);
        detail_detail = Instantiate(detail_detail_toInst, parent: detailsHolder);

        // investigate btn
        investigateBtnTransform = Instantiate(investigateBtnTransformPrefab, parent: detailsHolder);

        StartCoroutine(UpdateSelfUIIfOpen());
    }",0.00,0.00,14.00,2.00,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    void LateUpdate()
    {
        // should update self position on the ui 
        // based on parent connected plcdobject_Done with-> camera world to screen

        Vector3 screenPos = _mainCamera.WorldToScreenPoint(selfEventData.worldPos + offset);
        transform.position = screenPos;
    }",0.00,0.00,3.00,1.00,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    private void OnEnable()
    {
        StartCoroutine(UpdateSelfUIIfOpen());
    }",0.00,0.00,2.00,0.20,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    private void OnDisable()
    {
        StopCoroutine(UpdateSelfUIIfOpen());
    }",0.00,0.00,2.00,0.20,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    public void TryCloseSelf()
    {
        if (detailsHolder.gameObject.activeSelf)
        {
            detailsHolder.gameObject.SetActive(false);
        }

        criminalEventsManager.RE_OpenAllOtherEventImageWhenOneOpened();
    }",0.00,0.00,4.00,0.10,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    private IEnumerator UpdateSelfUIIfOpen()
    {
        while (true)
        {
            yield return new WaitForSeconds(0.2f);

            if (detailsHolder.gameObject.activeSelf)
            {
                if (selfEventData.isCurrentlyResolving || selfEventData.isCurrentlyResolving_MANUALLY)
                {
                    var timeFormatted = GetFormattedTimeRemainingText(selfEventData.resolvingCountdownRemaining);
                    detail_detail.GetComponent<TextMeshProUGUI>().text = GetCorrectLangugeString_ForCriminalInvestigatipnOngoing(timeFormatted);
                }
            }
        }
    }",0.00,0.00,5.00,0.50,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    private string GetFormattedTimeRemainingText(int secs)
    {
        TimeSpan t = TimeSpan.FromSeconds(secs);

        if (t.Hours > 0)
        {
            return string.Format(""{0:D2}h {1:D2}m {2:D2}s"",
                t.Hours,
                t.Minutes,
                t.Seconds);
        }
        else
        {
            return string.Format(""{0:D2}m {1:D2}s"",
                t.Minutes,
                t.Seconds);
        }

    }",0.00,0.00,6.00,0.50,,,,,,,,,,,,,,,,,,,
CriminalEventSelfData,"    private string GetCorrectLangugeString_ForCriminalInvestigatipnOngoing(string timeFormatted)
    {
        var currentLocaleCode = LocalizationSettings.SelectedLocale.Identifier.Code;

        switch (currentLocaleCode)
        {
            // LANGUAGE
            case ""en"": return $""Investigation Ongoing \n Remaining Time: {timeFormatted}"";
            case ""zh"": return $""正在进行的调查 \n  剩余时间: {timeFormatted}"";
            case ""fr"": return $""Enquêter en cours \n  Temps restant: {timeFormatted}"";
            case ""de"": return $""Investigaion laufend \n  Verbleibende Zeit: {timeFormatted}"";
            case ""ru"": return $""Исследование продолжается \n  Оставшееся время: {timeFormatted}"";
            case ""es"": return $""Investigación en curso \n  Tiempo restante: {timeFormatted}"";
            case ""tr"": return $""Araştırma devam ediyor \n  Kalan süre: {timeFormatted}"";

            default: return $""Investigation Ongoing \n Remaining Time: {timeFormatted}"";
        };
    }",0.00,0.00,1.00,0.10,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    private void Awake()
    {
        if (Instance == null)
        {
            Instance = this;
        }
        else if (Instance != this)
        {
            Destroy(gameObject);
        }
    }",0.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    private void Start()
    {
        environmentManager = EnvironmentManager.Instance;
        saveManager = SaveManager.Instance;
        buildingsManager = BuildingsManager.Instance;
    }",0.00,0.00,3.00,0.01,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public bool CheckIfAddNewCriminalEvent(int tick_sec)
    {
        if (criminalEventList.Count >= max_event_possible_at_one_time) return false;

        //Debug.Log(""tick_sec: "" + tick_sec);

        var tick_normalization = (float)tick_sec / eventCheck_tick_seconds;
        //Debug.Log(""tick_normalization: "" + tick_normalization);

        // probability threshold based on tick
        var tick_correct_prob = event_probability * tick_normalization;
        //Debug.Log(""tick_correct_prob: "" + tick_correct_prob);

        var rand = Random.value;

        //Debug.Log(""rand: "" + rand);
        if (rand < tick_correct_prob)
        {
            // add event
            return true;
        }
        return false;
    }",0.00,0.00,5.00,1.00,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public void AddNewEvent(CustomCriminalEvent ev)
    {
        if (criminalEventList.Count < max_event_possible_at_one_time)
        {
            criminalEventList.Add(ev);

            environmentManager.RecalculateOnPollutionsChangedCallback();

            saveManager.SaveStartMainCallback();
        }
    }",0.00,0.00,4.00,1.00,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public void RemoveEvent(CustomCriminalEvent ev)
    {
        if (criminalEventList.Contains(ev))
        {
            criminalEventList.Remove(ev);
            Destroy(ev.selfWorldTransform.gameObject);

            environmentManager.RecalculateOnPollutionsChangedCallback();

            saveManager.SaveStartMainCallback();
        }
    }",0.00,0.00,6.00,1.00,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public CustomCriminalEvent GetFirstInTheList()
    {
        if (criminalEventList != null && criminalEventList.Count > 0)
        {
            return criminalEventList[0];
        }
        return null;
    }",0.00,0.00,1.00,0.10,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public bool IsThereAnyEventInTheList()
    {
        return criminalEventList.Count > 0;
    }",0.00,0.00,1.00,0.10,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public void Start_Resolving_MANUALLY(CustomCriminalEvent ev)
    {
        if (ev.isCurrentlyResolving || ev.isCurrentlyResolving_MANUALLY) { return; }
        foreach (var _event in criminalEventList)
        {
            if (_event.isCurrentlyResolving_MANUALLY) { return; }
        }

        ev.isCurrentlyResolving_MANUALLY = true;
        ev.resolvingCountdownRemaining = criminal_event_resolve_time_MANUAL;

        saveManager.SaveStartMainCallback();
    }",0.00,0.00,5.00,1.00,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"    public void Start_Resolving_AUTO(CustomCriminalEvent ev)
    {
        if (ev.isCurrentlyResolving || ev.isCurrentlyResolving_MANUALLY) { return; }

        ev.isCurrentlyResolving = true;
        ev.resolvingCountdownRemaining = criminal_event_resolve_time;

        saveManager.SaveStartMainCallback();
    }",0.00,0.00,4.00,0.80,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"public string GetHeadFromEventType(CriminalEventTypes type)
{
    switch (type)
    {
        case CriminalEventTypes.Illegal_Trash_Disposal:
            return ""Illegal Thrash Disposal"";
        case CriminalEventTypes.Vandalism:
            return ""Vandalism"";
        case CriminalEventTypes.DestroyingPlants:
            return ""Destroying Plants"";
        default:
            return ""Criminal Activity"";
    }
}",0.00,0.00,1.00,0.20,,,,,,,,,,,,,,,,,,,
CriminalEventsManager,"public string GetDetailsFromEventType(CriminalEventTypes type)
{
    switch (type)
    {
        case CriminalEventTypes.Illegal_Trash_Disposal:
            return ""Citizen dumping their yard waste to the street"";
        case CriminalEventTypes.Vandalism:
            return ""Citizen destroying public property"";
        case CriminalEventTypes.DestroyingPlants:
            return ""Citizen harming nearby plantlife"";
        default:
            return ""Ongoing criminal activity that needs to be taken action"";
    }
}",0.00,0.00,1.00,0.30,,,,,,,,,,,,,,,,,,,
